CNES,CNPJ,RAZAOSOCIAL,NOMEDEFANTASIA,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,TELEFONE,FAX,EMAIL,LATITUDE,LONGITUDE,DATAATUALIZACAOCOORDENADAS,CODIGODAATIVIDADE,ATIVIDADEDEENSINO,TIPODAUNIDADE,TIPODEESTABELECIMENTO,CODIGODANATUREZAJURIDICA,DESCRICAODANATUREZAJURIDICA
3230465,40297269000520,LIFE IMAGEM DIAG POR IMAGEM CLIN MED E PARTICIPACOES S A,LIFE IMAGEM UNIDADE CENTRO,AVENIDA GRACA ARANHA,416,GRUPO 214,CENTRO,20030903,2122126200,2122126200,lifeimagem@lifeimagem.com.br,"-22.9062098","-43.1750921",13/05/2013,04,UNIDADE SEM ATIVIDADE DE ENSINO,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),2240,SOCIEDADE SIMPLES LIMITADA
5303672,40297269000600,LIFE IMAGEM DIAG POR IMAGEM CLIN MED E PARTICIPACOES S A,LIFE IMAGEM UNIDADE TIJUCA,RUA CONDE DE BONFIM,300,1 AND PART E 2 ANDAR,TIJUCA,20520054,2122126200,2122126200,lifeimagem@lifeimagem.com.br,"-22.923041684780624","-43.231340646743774",13/05/2013,04,UNIDADE SEM ATIVIDADE DE ENSINO,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),2240,SOCIEDADE SIMPLES LIMITADA
7658907,,LUIZ FERNANDO GONCALVES EUZEBIO,LUIZ FERNANDO GONCALVES EUZEBIO,AV NOSSA SENHORA DE COPACABANA,583,SALA 1214,COPACABANA,22050002,22551169,,irianbio@yahoo.com.br,"-22.9692715","-43.184850600000004",15/01/2015,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
7069898,15302563000101,MARCOS GOBO CIRURGIA PLASTICA EPP,MARCOS GOBO CIRURGIA PLASTICA,RUA VISCONDE DE PIRAJA,595,SALA 1307,IPANEMA,22410003,22394529,,consultoriodrmarcosgobbo@hotmail.com,"-22.9836972","-43.2142111",15/01/2014,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,2313,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA SIMPLES)
7836368,,MARIA DAS GRACAS FREIRE VERA,MARIA DAS GRACAS FREIRE VERA,RUA ARQUIAS CORDEIRO,324,SALA 706,MEIER,20770000,21-32732478,,marcos_asouza@oi.com.br,"-22.901806","-43.27741600000002",17/09/2015,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
7399979,,MARIA JOSE CARVALHO RORIZ,MARIA JOSE CARVALHO RORIZ,AV BRAS DE PINA,24,SALA 506,PENHA,21070032,22603497,22603497,mjroriz@awlmed.com.br,"-22.8413326","-43.27708419999999",09/12/2013,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
7675704,09401071000170,MEMORIAL SAKAE MAKI ACUPUNTURA LTDA,MEMORIAL SAKAE MAKI ACUPUNTURA,RUA JOSE DOS REIS,17,PARTE,ENGENHO DE DENTRO,20756115,2199983-6343,,acupunturamaki@gmail.com,"-22.895145","-43.29584",12/02/2015,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,2240,SOCIEDADE SIMPLES LIMITADA
7725590,,MICHELLE BIANCA LIMA DE MIRANDA,MICHELLE BIANCA LIMA DE MIRANDA,AVENIDA MERITI,1795,SALA 203,VILA DA PENHA,21211007,21 34572884,,michellelim@ig.com.br,"-22.8425565","-43.31377229999998",09/03/2015,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
2269880,00394544020291,MS HGB HOSPITAL GERAL DE BONSUCESSO,MS HOSPITAL GERAL DE BONSUCESSO,AV LONDRES,616,PREDIO 4 5 ANDAR DG,BONSUCESSO,21041030,(21)39779502,(21)39779884,ddoc_hgb@hgb.rj.saude.gov.br,"-22.8662758","-43.2479833",06/06/2013,03,UNIDADE AUXILIAR DE ENSINO,05,HOSPITAL GERAL,1015,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL
2280132,00394544021344,MS INC INSTITUTO NACIONAL DE CARDIOLOGIA,MS INC INSTITUTO NACIONAL DE CARDIOLOGIA,RUA DAS LARANJEIRAS,374,2 ANDAR,LARANJEIRAS,22240006,(21)30372152,(21)30372155,,"-22.9368299","-43.1903956",,03,UNIDADE AUXILIAR DE ENSINO,07,HOSPITAL ESPECIALIZADO,1015,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL
2273454,,MS INCA HC I HOSPITAL DO CANCER I,MS INCA HOSPITAL DO CANCER I,PRACA CRUZ VERMELHA,23,,CENTRO,20230130,(21)32071000,(21)25097844,fatura@inca.gov.br,"-22.912327171674167","-43.188587576150894",13/07/2012,03,UNIDADE AUXILIAR DE ENSINO,07,HOSPITAL ESPECIALIZADO,1015,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL
6104053,03134856000148,NEUROTORAX PRESTACAO DE SERVICOS MEDICOS S S,NEUROTORAX,RUA GUARAPARI,41,SALA 406,MADUREIRA,21351120,24881110,,pnucera@oi.com.br,"-22.8703388","-43.34194020000001",24/02/2015,04,UNIDADE SEM ATIVIDADE DE ENSINO,36,CLINICA/CENTRO DE ESPECIALIDADE,2232,SOCIEDADE SIMPLES PURA
7658729,,NIVEA REGINA NASCIMENTO SILVA,NIVEA REGINA NASCIMENTO SILVA,AVENIDA RIO BRANCO,245,SALA 3004,CENTRO,20040009,25331379,,negreiros.rogerio72@gmail.com,"-22.9114922","-43.17524130000004",18/12/2014,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
7679580,,PAULA COSTA LEITE,PAULA COSTA LEITE,RUA MEXICO,31,SALA 1101,CENTRO,20031904,32150859,,paula.leite@superig.com.br,"-22.8703388","-43.34194020000001",24/02/2015,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
7697937,,PAULO ALBERTO NUCERA,PAULO ALBERTO NUCERA,AVN MARTIN LUTHER KING JR,126,BL 01 SALA 362 A,DEL CASTILHO,20765000,3083 1776,,pnucera@oi.com.br,"-22.8703558","-43.34190890000002",16/03/2015,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
7491239,,PAULO CESAR MONTEIRO,PAULO CESAR MONTEIRO,RUA DIAS DA CRUZ,147,COBERTURA 02,MEIER,20720010,2125957264,2125957264,antoniocgrocha@yahoo.com.br,"-22.9025718","-43.2812275",27/04/2014,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
5177820,33360298000108,PROSIL CLINICA MEDICA INFANTIL DA LEOPOLDINA LTDA,PROSIL CLINICA MEDICA INFANTIL DA LEOPOLDINA,RUA DR MIGUEL VIEIRA FERREIRA,266,,RAMOS,21060090,(21) 2560-6064,(21) 2561-8818,carlospessanha@terra.com.br,"-22.8553314","-43.2623191",14/12/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,07,HOSPITAL ESPECIALIZADO,2062,SOCIEDADE EMPRESARIA LIMITADA
7675682,20966646000135,RH HEALTH CONSULTORIA EM SAUDE SAUDE OCUPACIONAL LTDA,RH HEALTH CONSULTORIA EM SAUDE SAUDE OCUPACIONAL,RUA MEXICO,21,SALAS 1701 E 1702,CENTRO,20031144,21 21695850,,eduardo@rhhealth.com.br,"-22.911658","-43.174370599999975",10/02/2015,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,2062,SOCIEDADE EMPRESARIA LIMITADA
7420943,,RONALDO SURRAGE,RONALDO SURRAGE,AVENIDA RIO BRANCO,156,SALA 1705,CENTRO,20040003,2262-7381,2532-2601,surrage43@hotmail.com,"-22.9066267","-43.17704250000003",17/01/2014,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
6140904,02804531000162,OLHOCLIN SERVICOS MEDICOS ESPECIALIZADOS,SALEME CONSULTORIOS MEDICOS,ESTRADA DO GALEAO,1280,SALA 303,ILHA DO GOVERNADOR,21931522,,,,"-22.8588818","-43.3701276",17/09/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,2240,SOCIEDADE SIMPLES LIMITADA
7517041,,SANDRA OLIVEIRA FERRAO,SANDRA OLIVEIRA FERRAO,AVN EVANDRO LINS E SILVA,840,SALA 708,BARRA DA TIJUCA,22631470,999570422,,sandrapsi22@gmail.com,"-23.0065706","-43.32972029999996",08/06/2014,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
7609205,,SARAH RESENDE CANTARINI DE OLIVEIRA,SARAH RESENDE CANTARINI DE OLIVEIRA,AV. RIO BRANCO,156,SALA 1408,CENTRO,20040003,21 2532-5892,,adayr@terra.com.br,"-22.9095364","-43.1750167",02/08/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,22,CONSULTORIO ISOLADO,4000,PESSOA FISICA
2270617,42498717001470,SES RJ IEDS INSTITUTO ESTADUAL DE DERMATOLOGIA SANITARIA,SES HOSPITAL DE DERMATOLOGIA SANITARIA,RUA GODOFREDO VIANA,64,,TANQUE - JACAREPAGUA,22730020,021 2333-6676,021 2333-6677,IEDS@SAUDE.RJ.GOV.BR,"-22.9138315","-43.3642721",18/09/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,07,HOSPITAL ESPECIALIZADO,1023,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2280701,42498717004142,SECRETARIA DE ESTADO DE SAUDE DO RIO DE JANEIRO,SES RJ CAPS AD CENTRA RIO,RUA DONA MARIANA,151,,BOTAFOGO,22280020,(21) 2334-8109,(21) 2334-8108,,"-22.9545002","-43.1879307",23/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,70,CENTRO DE ATENCAO PSICOSSOCIAL,1023,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2298120,42498717000740,SES RJ HOSPITAL ESTADUAL ALBERT SCHWEITZER,SES RJ HOSPITAL ESTADUAL ALBERT SCHWEITZER,RUA NILOPOLIS,629,,REALENGO,21725090,23334775,23334775,faturamento.f8@hmtjrj.org.br,"-22.867238875036896","-43.44194769859314",04/01/2013,04,UNIDADE SEM ATIVIDADE DE ENSINO,05,HOSPITAL GERAL,1023,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2270234,42498717000317,SECRETARIA DE ESTADO DE SAUDE DO RIO DE JANEIRO,SES RJ HOSPITAL ESTADUAL GETULIO VARGAS,AVENIDA LOBO JUNIOR,2293,,PENHA CIRCULAR,21070061,(21) 2334-7835,(21) 2334-7843,manuel.domingues@hegvprosaude.org.br,"-22.8396404","-43.2863057",03/08/2012,03,UNIDADE AUXILIAR DE ENSINO,05,HOSPITAL GERAL,1023,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
7811055,13280461000107,SMART DIAGNOSTICO POR IMAGEM DA FACE LTDA,SMART DIAGNOSTICO POR IMAGEM DA FACE,RUA PINTO DE FIGUEIREDO,55,SALAS 801 E 802,TIJUCA,20511240,22249742,22247336,mrclctld@yahoo.com.br,"-22.9255666","-43.23553070000003",15/07/2015,04,UNIDADE SEM ATIVIDADE DE ENSINO,36,CLINICA/CENTRO DE ESPECIALIDADE,2240,SOCIEDADE SIMPLES LIMITADA
6044697,10344235000154,SMSDC RIO CAPS AD MANE GARRINCHA - AP 22,SMS CAPS AD MANE GARRINCHA - AP 22,AVENIDA PROFESSOR MANOEL DE ABREU,196,,MARACANA,20550170,21 2284-6860,21 2284-6339,capsadmanegarrincha@rio.rj.gov.br,"-22.914211","-43.2342165",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,70,CENTRO DE ATENCAO PSICOSSOCIAL,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
5179726,,SMS RIO CF ALOYSIO AUGUSTO NOVIS - AP 31,SMS CF ALOYSIO AUGUSTO NOVIS - AP 31,AVENIDA BRAS DE PINA,651,,PENHA CIRCULAR,21070031,8440-4562,2270-5732,cfaloysionovis@vivario.org.br,"-22.8375657","-43.290104",11/12/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
6568491,,SMS RIO CF MARIA SEBASTIANA DE OLIVEIRA - AP 31,SMS CF MARIA SEBASTIANA DE OLIVEIRA - AP 31,AVENIDA DOS MAGISTERIOS,S/N,PRAIA DA ROSA,ILHA DO GOVERNADOR,21920455,(21) 2462-4720,,cfmariasebastianadeoliveira@vivario.org.br,"-22.7940999","-43.1974404",11/12/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
6927319,,SMS RIO CF PADRE JOSE DE AZEVEDO TIUBA - AP 40,SMS CF PADRE JOSE DE AZEVEDO TIUBA - AP 40,RUA ACAPORI,SEM,PRACA LUDOVIA,GARDENIA AZUL,22765650,(21)24262061,,ger.pjat.cap40@iabas.org.br,"-22.960774133057324","-43.352941274642944",24/05/2013,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
3785025,,SMS RIO CF RECANTO DO TROVADOR - AP 22,SMS CF RECANTO DO TROVADOR - AP 22,RUA VISCONDE DE SANTA ISABEL,272,RECANTO DO TROVADOR,VILA ISABEL,20560120,2577-7097,,gerencia.recantodotrovador@gmail.com,"-22.9150702","-43.2612813",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
6514022,,SMS RIO CF VICTOR VALLA - AP 31,SMS CF VICTOR VALLA - AP 31,AVENIDA DOM HELDER CAMARA,1390,FUNDOS,MANGUINHOS,20973011,(21)22014476,,csfvictorvalla@gmail.com,"-22.88566444448447","-43.25095295906067",,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
3784975,,SMS RIO CF ZILDA ARNS - AP 31,SMS CF ZILDA ARNS - AP 31,ESTRADA ITARARE,951,SUBSOLO,COMPLEXO DO ALEMAO,21061240,(21)2290-4418,(21)2270-7989,cfzildaarns@vivario.org.br,"-22.8636262","-43.2685351",11/12/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2295326,29468055001770,SMS RIO CMR OSCAR CLARK - AP 22,SMS CMR OSCAR CLARK - AP 22,RUA GENERAL CANABARRO,345,,MARACANA,20271202,22841849,22841849,ioc@rio.rj.gov.br,"-22.9135918","-43.2253144",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,36,CLINICA/CENTRO DE ESPECIALIDADE,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2778696,,SMS RIO CMS CARLOS FIGUEIREDO FILHO / BOREL - AP 22,SMS CMS CARLOS FIGUEIREDO FILHO / BOREL - AP 22,RUA SAO MIGUEL,S/Nº,,TIJUCA,20530420,25701688,25755056,gerencia.borel@gmail.com,"-22.940244401276064","-43.25294852256775",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2270579,29468055006909,SMS RIO CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA - AP 51,SMS CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA - AP 51,ESTRADA DO TAQUARAL,S/N,RUA M COM RUA C,SENADOR CAMARA,21842550,33329207,33385870,psepolima@rio.rj.gov.br,"-22.869028162774874","-43.482996225357056",22/01/2013,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2269376,29468055002580,SMS RIO CMS HEITOR BELTRAO - AP 22,SMS CMS HEITOR BELTRAO - AP 22,RUA DESEMBARGADOR ISIDRO,144,,TIJUCA,20521160,22686642,34378007,cmshbeltrao@rio.rj.gov.br,"-22.9299665","-43.2341661",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
7414226,,SMS RIO CMS HELIO PELLEGRINO - AP 22,SMS CMS HELIO PELLEGRINO - AP 22,RUA DO MATOSO,96,A - PREDIO ANEXO,PRACA DA BANDEIRA,20270133,25029546,,gerencia.hpellegrino@gmail.com,"-22.9144187","-43.213055",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2280795,29468055002237,SMS RIO CMS JOAO BARROS BARRETO - AP 21,SMS CMS JOAO BARROS BARRETO - AP 21,RUA TENREIRO ARANHA,S/N,,COPACABANA,22031090,(21) 3208-5295,(21) 3208-5614,simone.annes@gmail.com,"-22.967126060847373","-43.18726658821106",12/03/2014,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
3784959,,SMS RIO CMS JOAO CANDIDO - AP 31,SMS CMS JOAO CANDIDO - AP 31,AV. LOBO JR.,83,,PENHA CIRCULAR,21011065,(02)125845122,,usfjoaocandido@vivario.org.br,"-22.8222837","-43.2715042",11/12/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
6664164,,SMS RIO CMS JOSE PARANHOS FONTENELLE - AP 31,SMS CMS JOSE PARANHOS FONTENELLE - AP 31,RUA SAO GODOFREDO,45,,PENHA,21021230,(021)22705488,,cmsjosefontenele@vivario.org.br,"-22.8369444","-43.2777778",11/12/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2280272,29468055002660,SMS RIO CMS MARIA AUGUSTA ESTRELLA - AP 22,SMS CMS MARIA AUGUSTA ESTRELLA - AP 22,RUA VISCONDE DE SANTA ISABEL,56,,VILA ISABEL,20560121,31116100,,cmsmaestrella@rio.rj.gov.br,"-22.9164538","-43.2532464",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2295032,03207923000107,SMS RIO CMS MARIA CRISTINA ROMA PAUGARTTEN - AP 31,SMS CMS MARIA CRISTINA ROMA PAUGARTTEN - AP 31,RUA JOAQUIM GOMES,S/N,,RAMOS,21040060,(21)22709846,(21)22709846,cmsmariacristina@vivario.org.br,"-22.851928","-43.251818",11/12/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2296535,29468055006224,SMS RIO CMS DR NAGIB JORGE FARAH - AP 31,SMS CMS NAGIB JORGE FARAH - AP 31,PRACA SOLDADO MICHEL CHEIB,S/N,PRACA CENTRAL DO JA,JARDIM AMERICA,21240780,33577006,33577018,psnjfarah@rio.rj.gov.br,"-22.8094598","-43.3214682",,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2280779,29468055003713,SMS RIO CMS NECKER PINTO - AP 31,SMS CMS NECKER PINTO - AP 31,ESTRADA RIO JEQUIA,428,ZUMBI,ILHA DO GOVERNADOR,21930007,(21)33675199,(21)33675171,cmsnpinto@rio.rj.gov.br,"-22.8208592","-43.1775131",11/12/2012,03,UNIDADE AUXILIAR DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2280280,29468055004604,SMS RIO CMS NICOLA ALBANO - AP 22,SMS CMS NICOLA ALBANO - AP 22,RUA BOA VISTA,190,,ALTO DA BOA VISTA,20531610,24848312,,gerencia.altodaboavista@gmail.com,"-22.9604476","-43.2708799",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2277328,29468055001931,SMS RIO CMS OSWALDO CRUZ - AP 10,SMS CMS OSWALDO CRUZ - AP 10,AV HENRIQUE VALADARES,151,,CENTRO,20231031,(21) 22248054,(21) 21133985,cmsoc@rio.rj.gov.br,"-22.9129159","-43.1907886",03/08/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
5467136,,SMS RIO CMS PARQUE ROYAL - AP 31,SMS CMS PARQUE ROYAL - AP 31,RUA JORNALISTA ALAIDE PIRES,25,PARQUE ROYAL,PORTUGUESA - ILHA DO GOVERNADOR,21931615,(21)3367-2626,(21)2465-7115,usfparqueroyal@vivario.org.br,"-22.7948159","-43.2097175",11/12/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
6028233,,SMS RIO CMS TURANO - AP 10,SMS CMS TURANO - AP 10,RUA AURELIANO PORTUGAL,289,,RIO COMPRIDO,20261160,3449-0778,,gerencia.turano@gmail.com,"-22.9255382","-43.2148555",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,02,CENTRO DE SAUDE/UNIDADE BASICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
6716911,,SMS RIO COORD DE EMERGENCIA REGIONAL CER CENTRO - AP 10,SMS COORD DE EMERGENCIA REGIONAL CER CENTRO - AP 10,RUA FREI CANECA,SN,PROXIMO AO NRO 52,CENTRO,20211030,21-25071311,,leandro.castro@institutognosis.com.br,"-22.909290786015852","-43.18980127573013",17/06/2013,04,UNIDADE SEM ATIVIDADE DE ENSINO,20,PRONTO SOCORRO GERAL,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
7107366,,SMS RIO COORD DE EMERGENCIA REGIONAL CER ILHA DO GOV - AP 31,SMS COORD DE EMERGENCIA REGIONAL CER ILHA DO GOV - AP 31,ESTRADA DO GALEAO,2920,,PORTUGUESA,21931582,21 3353-6135,,kamila.conde@cejam.org.br,"-22.8052174","-43.2110472",17/06/2013,04,UNIDADE SEM ATIVIDADE DE ENSINO,20,PRONTO SOCORRO GERAL,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
5671388,,SMS RIO COORDENADORIA GERAL DE ATENCAO PRIMARIA - AP 22,SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA - AP 22,RUA CONDE DE BONFIM,764,,TIJUCA,20530002,22789271,22881433,cap22@rio.rj.gov.br,"-22.9339806","-43.2425756",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,68,SECRETARIA DE SAUDE,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
7041624,,SMS RIO HOSPITAL MUNICIPAL DA MULHER MARISKA RIBEIRO - AP 51,SMS HOSPITAL MUNICIPAL DA MULHER MARISKA RIBEIRO - AP 51,PRACA 1 DE MAIO,SN,,BANGU,21830006,21 37470428,21 37470470,hmmr@cep28.org.br,"-22.876615074054598","-43.4731525182724",08/08/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,07,HOSPITAL ESPECIALIZADO,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
7166494,,SMS RIO HOSPITAL MUNICIPAL EVANDRO FREIRE - AP 31,SMS HOSPITAL MUNICIPAL EVANDRO FREIRE - AP 31,ESTRADA DO GALEAO,2920,,PORTUGUESA ILHA DO GOVERNADOR,21931582,21 3393-7085,,kamila.conde@cejam.org.br,"-22.80518743242434","-43.21065545082092",17/06/2013,04,UNIDADE SEM ATIVIDADE DE ENSINO,05,HOSPITAL GERAL,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2273381,03390337000140,SMS RIO HOSPITAL MUNICIPAL JURANDYR MANFREDINI - AP 40,SMS HOSPITAL MUNICIPAL JURANDYR MANFREDINI - AP 40,RUA SAMPAIO CORREIA,SN,,JACAREPAGUA,22713560,(21) 3432-2246,(21) 3432-2246,hmjmanfredini@pcrj.rj.gov.br,"-22.93771501768337","-43.3899986743927",,03,UNIDADE AUXILIAR DE ENSINO,07,HOSPITAL ESPECIALIZADO,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2269996,03389961000128,SMS RIO IMAS JULIANO MOREIRA - AP 40,SMS IMAS JULIANO MOREIRA - AP 40,ESTRADA RODRIGUES CALDAS,3400,,JACAREPAGUA,22713375,(21)3432-2358,(21)3432 2358,imasjulianomoreira.nig@gmail.com,"-22.9395132","-43.408059",,03,UNIDADE AUXILIAR DE ENSINO,07,HOSPITAL ESPECIALIZADO,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2280248,29468055009088,SMS RIO MATERNIDADE CARMELA DUTRA AP 32,SMS MATERNIDADE CARMELA DUTRA AP 32,RUA AQUIDABA,1037,,LINS DE VASCONCELOS,20720292,(21) 31116766,(21) 31116763,hmatcdutra@rio.rj.gov.br,"-22.91114375524574","-43.29091787338257",26/05/2014,03,UNIDADE AUXILIAR DE ENSINO,07,HOSPITAL ESPECIALIZADO,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2269368,03207914000116,SMS RIO POLICLINICA HELIO PELLEGRINO - AP 22,SMS POLICLINICA HELIO PELLEGRINO - AP 22,RUA DO MATOSO,96,,PRACA DA BANDEIRA,20270133,22736222,22731244,pamhpellegrino@rio.rj.gov.br,"-22.9144187","-43.213055",09/07/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,04,POLICLINICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2296527,29468055002822,SMS RIO POLICLINICA JOSE PARANHOS FONTENELLE - AP 31,SMS POLICLINICA JOSE PARANHOS FONTENELLE - AP 31,RUA LEOPOLDINA REGO,700,,PENHA,21021522,(21)31116925,(21)31116920,pfontenelle@rio.rj.gov.br,"-22.8437498","-43.2685007",11/12/2012,04,UNIDADE SEM ATIVIDADE DE ENSINO,04,POLICLINICA,1031,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
